event_time,x,y
2017-06-30 11:41:56.129871119,-110.92803228858068,34.452829457510866
2017-06-30 11:44:22.139545624,-110.9247953074558,34.44946017751566
2017-06-30 11:46:48.149220129,-110.92865179837487,34.44800456679956
2017-06-30 11:49:14.158894634,-110.92856408230229,34.45070529019771
2017-06-30 11:51:40.168569139,-110.92158846737235,34.443149951902654
2017-06-30 11:54:06.178243644,-110.9148653840262,34.43890671802612
2017-06-30 11:56:32.187918149,-110.91437815991394,34.434754416865054
2017-06-30 11:58:58.197592654,-110.91783745020686,34.443736221478446
2017-06-30 12:01:24.207267159,-110.90993578125392,34.43854634803641
2017-06-30 12:03:50.216941664,-110.90859343800186,34.44350663876522
2017-06-30 12:06:16.226616169,-110.9112909201629,34.441402608273044
2017-06-30 12:08:42.236290674,-110.91033107952973,34.44693264123622
2017-06-30 12:11:08.245965179,-110.91550054661944,34.446220915516086
2017-06-30 12:13:34.255639684,-110.91543136218792,34.44094712859064
2017-06-30 12:16:00.265314189,-110.91045957136086,34.43799060557317
2017-06-30 12:18:26.274988694,-110.90990084817025,34.439811105932435
2017-06-30 12:20:52.284663199,-110.9130543880859,34.440071988123286
2017-06-30 12:23:18.294337704,-110.92408153186187,34.44559551168636
2017-06-30 12:25:44.304012209,-110.93094373633133,34.449340293260036
2017-06-30 12:28:10.313686714,-110.92743570825647,34.44786587633302
2017-06-30 12:30:36.323361219,-110.92816716919867,34.45143271603235
2017-06-30 12:33:02.333035724,-110.9388165250924,34.45710372879924
2017-06-30 12:35:28.342710229,-110.9428849316468,34.4547149314928
2017-06-30 12:37:54.352384734,-110.94969782894023,34.460022651918706
2017-06-30 12:40:20.362059239,-110.95485305055423,34.47131346733049
2017-06-30 12:42:46.371733744,-110.95773825599666,34.47988038965375
2017-06-30 12:45:12.381408249,-110.96320328901768,34.48588793638687
2017-06-30 12:47:38.391082754,-110.96129424246845,34.485966123957155
2017-06-30 12:50:04.400757259,-110.9660729393102,34.4889398506028
2017-06-30 12:52:30.410431764,-110.95615620575079,34.48251306440874
2017-06-30 12:54:56.420106269,-110.95302128427544,34.481162464827015
2017-06-30 12:57:22.429780774,-110.95025810231131,34.48128087519625
2017-06-30 12:59:48.439455279,-110.95154223038774,34.485731351892746
2017-06-30 13:02:14.449129784,-110.95878028105818,34.49415858604895
2017-06-30 13:04:40.458804289,-110.95928252686659,34.49387950879132
2017-06-30 13:07:06.468478794,-110.96612861922424,34.49680966597195
2017-06-30 13:09:32.478153299,-110.97469126993228,34.494987111704795
2017-06-30 13:11:58.487827804,-110.98106898989096,34.503387728052196
2017-06-30 13:14:39.932544921,-110.98184756836233,34.49815083866228
2017-06-30 13:17:05.942219426,-110.97405725562085,34.49245658652955
2017-06-30 13:19:31.951893931,-110.96528599194396,34.48455431537824
2017-06-30 13:21:57.961568436,-110.94794340396258,34.47856822738425
2017-06-30 13:24:23.971242941,-110.94131944694841,34.469826421571
2017-06-30 13:26:49.980917446,-110.93878416750539,34.46980677673088
2017-06-30 13:29:15.990591951,-110.93870660152075,34.46820199053353
2017-06-30 13:31:42.000266456,-110.93706282796268,34.47429462453186
2017-06-30 13:34:08.009940961,-110.93565228581228,34.46650581552903
2017-06-30 13:36:34.019615466,-110.93037425907463,34.46932306833886
2017-06-30 13:39:00.029289971,-110.92815704261888,34.46836544331955
2017-06-30 13:41:29.169991977,-110.92692931055035,34.4694794285256
2017-06-30 13:43:55.179666482,-110.92832704981055,34.47176956198895
2017-06-30 13:46:21.189340987,-110.93121415037005,34.475840694534675
2017-06-30 13:48:47.199015492,-110.9347046933678,34.476130568454074
2017-06-30 13:51:13.208689997,-110.93262316087524,34.469687687457984
2017-06-30 13:53:39.218364502,-110.93791936934444,34.468346303918715
2017-06-30 13:56:05.228039007,-110.94188583141654,34.470659067005684
2017-06-30 13:58:31.237713512,-110.93579222203483,34.463670541864495
2017-06-30 14:00:57.247388017,-110.93017760631984,34.46279856637423
2017-06-30 14:03:23.257062522,-110.93118412686925,34.45562965249232
2017-06-30 14:05:49.266737027,-110.93124944330897,34.461353057854915
2017-06-30 14:08:15.276411532,-110.93230121520355,34.459232394596846
2017-06-30 14:10:41.286086037,-110.9378890741439,34.46472175988478
2017-06-30 14:13:07.295760542,-110.94046728531242,34.46297954055721
2017-06-30 14:15:33.305435047,-110.94428563360972,34.4699524808218
2017-06-30 14:17:59.315109552,-110.94901424818524,34.469724967344135
2017-06-30 14:20:25.324784057,-110.94642628046395,34.470273508045175
2017-06-30 14:22:51.334458562,-110.9512761780116,34.473294665233496
2017-06-30 14:25:17.344133067,-110.95128985070265,34.47320680552909
2017-06-30 14:27:43.353807572,-110.94964407759714,34.475334917287476
2017-06-30 14:30:09.363482077,-110.9475029822801,34.47351937935509
2017-06-30 14:32:35.373156582,-110.94202150938968,34.46512629674481
2017-06-30 14:35:01.382831087,-110.94730566270812,34.46678600834201
2017-06-30 14:37:27.392505592,-110.94751216582216,34.469123813104616
2017-06-30 14:39:53.402180097,-110.93389637213699,34.460933982886054
2017-06-30 14:42:19.411854602,-110.93035809813826,34.450650115442826
2017-06-30 14:44:45.421529107,-110.93240534176036,34.44385453763858
2017-06-30 14:47:11.431203612,-110.93980991883672,34.45057870307688
2017-06-30 14:49:37.440878117,-110.93787018581217,34.450526105987606
2017-06-30 14:52:03.450552622,-110.93996906075076,34.44694948531835
2017-06-30 14:54:29.460227127,-110.93783555381341,34.437756891491894
2017-06-30 14:56:55.469901632,-110.93727187447573,34.43401193701461
2017-06-30 14:59:21.479576137,-110.9438255195722,34.43848838476698
2017-06-30 15:01:47.489250642,-110.95232962440848,34.43932857440646
2017-06-30 15:04:13.498925147,-110.95514983529175,34.446306389337686
2017-06-30 15:06:39.508599652,-110.9540753979416,34.448300729223014
2017-06-30 15:09:05.518274157,-110.95923933881205,34.45632303594396
2017-06-30 15:11:31.527948662,-110.95166053596458,34.45019774054838
2017-06-30 15:13:57.537623167,-110.94701275590818,34.45430314053218
2017-06-30 15:16:23.547297672,-110.93868000342599,34.45002185066596
2017-06-30 15:18:49.556972177,-110.94218853715171,34.447322434839634
2017-06-30 15:21:15.566646682,-110.94764752790478,34.44830759989818
2017-06-30 15:23:41.576321187,-110.94779097768885,34.45155645145872
2017-06-30 15:26:07.585995692,-110.95417203444599,34.45341329895929
2017-06-30 15:28:33.595670197,-110.96156782106337,34.463761206906504
2017-06-30 15:30:59.605344702,-110.96330232696813,34.46916153412861
2017-06-30 15:33:25.615019207,-110.97364769333406,34.482127037393504
2017-06-30 15:35:51.624693712,-110.97197213497364,34.48044058985228
2017-06-30 15:38:17.634368217,-110.9751593819335,34.480076048493046
2017-06-30 15:40:43.644042722,-110.97049429627552,34.47965780495686
2017-06-30 15:43:09.653717227,-110.9703200033706,34.47668060005148
2017-06-30 15:45:35.663391732,-110.97196119645915,34.47535193474052
2017-06-30 15:48:01.673066237,-110.98513543735903,34.48500116558198
2017-06-30 15:50:27.682740742,-110.98365927858816,34.48453032047038
2017-06-30 15:52:53.692415247,-110.97936640441237,34.485958057863854
2017-06-30 15:55:19.702089752,-110.97946274796928,34.48726743872188
2017-06-30 15:57:45.711764257,-110.9853916506779,34.49153783547415
2017-06-30 16:00:11.721438762,-110.98341197665951,34.493324868425
2017-06-30 16:02:37.731113267,-110.97543044154168,34.490114383846965
2017-06-30 16:05:03.740787772,-110.97854387658468,34.490506571838175
2017-06-30 16:07:29.750462277,-110.97039944458083,34.48989450579243
2017-06-30 16:09:55.760136782,-110.96433106089367,34.48790002141576
2017-06-30 16:12:21.769811287,-110.96442888184623,34.48785825538206
2017-06-30 16:14:47.779485792,-110.96714542186879,34.48515570738358
2017-06-30 16:17:13.789160297,-110.9636823594249,34.48182742554315
2017-06-30 16:19:39.798834802,-110.96319562717507,34.47939544009425
2017-06-30 16:22:05.808509307,-110.95422050278856,34.473247482924315
2017-06-30 16:24:31.818183812,-110.94897805470403,34.468088072293384
2017-06-30 16:26:57.827858317,-110.94990656803925,34.467800852677954
2017-06-30 16:29:23.837532822,-110.94228194863427,34.4697948346061
2017-06-30 16:31:49.847207327,-110.94529459832671,34.46897535152833
2017-06-30 16:34:15.856881832,-110.94473540542555,34.46920028248039
2017-06-30 16:36:41.866556337,-110.94052510265813,34.465067404095144
2017-06-30 16:39:07.876230842,-110.93470998812239,34.46228811605666
2017-06-30 16:41:33.885905347,-110.93178869814992,34.459924167521514
2017-06-30 16:43:59.895579852,-110.92513131279854,34.45458151346464
2017-06-30 16:46:25.905254357,-110.91732754436416,34.44649003558229
2017-06-30 16:48:51.914928862,-110.91549057193835,34.439756460169114
2017-06-30 16:51:17.924603367,-110.91475800973059,34.44091347874556
2017-06-30 16:53:43.934277872,-110.91859856936965,34.443527270183964
2017-06-30 16:56:09.943952377,-110.91811672861954,34.43522525300436
2017-06-30 16:58:35.953626882,-110.91438136606143,34.43611848984325
2017-06-30 17:01:01.963301387,-110.91565143808343,34.43516334117739
2017-06-30 17:03:27.972975892,-110.91771737428687,34.43809981784454
2017-06-30 17:05:53.982650397,-110.91315325424615,34.43917045639757
2017-06-30 17:08:19.992324902,-110.91034556053884,34.43601459889057
2017-06-30 17:10:46.001999407,-110.90985051545199,34.43799421094042
2017-06-30 17:13:12.011673912,-110.9124280989082,34.44087480291983
2017-06-30 17:15:38.021348417,-110.91616692439493,34.44495031618864
2017-06-30 17:18:04.031022922,-110.91561992452876,34.44655130570324
2017-06-30 17:20:30.040697427,-110.92107061035618,34.45059601848489
2017-06-30 17:22:56.050371932,-110.92079087805573,34.45565050036768
2017-06-30 17:25:22.060046437,-110.92354916128689,34.46071724962095
2017-06-30 17:27:48.069720942,-110.92753462324131,34.46542305091917
2017-06-30 17:30:14.079395447,-110.93033301315343,34.47066546873824
2017-06-30 17:32:40.089069952,-110.93054306915991,34.47733092695431
2017-06-30 17:35:06.098744457,-110.92789058337122,34.47821022383738
2017-06-30 17:37:32.108418962,-110.92556559117331,34.474339928640596
2017-06-30 17:39:58.118093467,-110.92057510053166,34.46886019212069
2017-06-30 17:42:24.127767972,-110.92032589806098,34.464019740599106
2017-06-30 17:44:50.137442477,-110.92505159310737,34.46452561355079
2017-06-30 17:47:16.147116982,-110.92548684074049,34.45896171391206
2017-06-30 17:49:42.156791487,-110.92321170567324,34.461213040703704
2017-06-30 17:52:08.166465992,-110.9265630990667,34.46502354751669
2017-06-30 17:54:34.176140497,-110.92091222883978,34.46109225716242
2017-06-30 17:57:00.185815002,-110.91962716767135,34.461405447086015
2017-06-30 17:59:26.195489507,-110.92011794512814,34.463365450932606
2017-06-30 18:01:52.205164012,-110.9276069686124,34.46738157583245
2017-06-30 18:04:18.214838517,-110.93290802699,34.467226047078384
2017-06-30 18:06:44.224513022,-110.94092597236114,34.47027238800367
2017-06-30 18:09:22.201551339,-110.9398075644069,34.47267690178036
2017-06-30 18:12:28.293273954,-110.94014318435192,34.470938800736235
2017-06-30 18:15:40.682411692,-110.93883060962784,34.47053735782263
2017-06-30 18:18:48.456058841,-110.93981616589667,34.47078015111886
2017-06-30 18:21:55.168558655,-110.93796060622405,34.45876325347362
2017-06-30 18:24:49.653888265,-110.94244417056566,34.45642643865425
2017-06-30 18:27:19.051529226,-110.94359286931265,34.4538776092493
2017-06-30 18:29:45.061203731,-110.94698121206417,34.44689836744277
2017-06-30 18:32:11.070878236,-110.95532351879356,34.44675870067837
2017-06-30 18:35:02.640897567,-110.95846935165866,34.446095173473296
2017-06-30 18:38:06.493177545,-110.96248228376912,34.44448129768678
2017-06-30 18:41:01.028094611,-110.9671427546,34.44274254577742
2017-06-30 18:43:55.276179897,-110.96688695538592,34.44785144561135
2017-06-30 18:47:02.192815245,-110.96725498603728,34.4508138931007
2017-06-30 18:50:10.647449327,-110.96073607623973,34.450191481624856
2017-06-30 18:53:28.930900898,-110.9609705354952,34.45298634257687
2017-06-30 18:56:48.996976596,-110.958607067719,34.45766087991281
2017-06-30 18:59:53.875548299,-110.95670490905236,34.45774811155656
2017-06-30 19:02:55.844151154,-110.95602441916459,34.456903321372764
2017-06-30 19:05:51.496346011,-110.95371954631075,34.456297945668396
2017-06-30 19:08:23.731589032,-110.95231488119329,34.45587202483837
2017-06-30 19:10:53.079758655,-110.95534888045101,34.457965108008985
2017-06-30 19:13:19.089433160,-110.95589635952142,34.45612780702714
2017-06-30 19:15:45.099107665,-110.95150608392281,34.45100629462303
2017-06-30 19:18:11.108782170,-110.94721249094069,34.44996003155271
2017-06-30 19:20:37.118456675,-110.95010194050502,34.45126546198397
2017-06-30 19:23:03.128131180,-110.947258676282,34.450940888460956
2017-06-30 19:25:29.137805685,-110.94556713533056,34.45032604848064
2017-06-30 19:27:55.147480190,-110.943324828239,34.45152996860819
2017-06-30 19:30:21.157154695,-110.93814775852907,34.45049356721173
2017-06-30 19:32:47.166829200,-110.93548070945282,34.45472222970718
2017-06-30 19:35:13.176503705,-110.93457160886149,34.457493935408614
2017-06-30 19:37:39.186178210,-110.93573925233713,34.459696338518135
2017-06-30 19:40:05.195852715,-110.93559965562625,34.45999231135512
2017-06-30 19:42:31.205527220,-110.93804982726913,34.45918249742071
2017-06-30 19:44:57.215201725,-110.9407909407486,34.458993282932376
2017-06-30 19:47:23.224876230,-110.94174157342742,34.460400422927066
2017-06-30 19:49:49.234550735,-110.942449119762,34.45994208519483
2017-06-30 19:52:15.244225240,-110.94096984915872,34.45781351211094
2017-06-30 19:54:41.253899745,-110.93934056949404,34.45919038780656
2017-06-30 19:57:07.263574250,-110.93515363177515,34.45707638722529
2017-06-30 19:59:33.273248755,-110.93467749174697,34.45505701370202
2017-06-30 20:01:59.282923260,-110.93938874285476,34.45550176139793
2017-06-30 20:04:25.292597765,-110.94103678223458,34.45359666201584
2017-06-30 20:06:51.302272270,-110.93984676444252,34.451885381778695
2017-06-30 20:09:17.311946775,-110.94009554896574,34.450039667400965
2017-06-30 20:11:43.321621280,-110.93947334636029,34.44762384133592
2017-06-30 20:14:09.331295785,-110.93788062025808,34.445086030376665
2017-06-30 20:16:35.340970290,-110.93795618624321,34.444147178763316
2017-06-30 20:19:01.350644795,-110.93782634676322,34.444033947277596
2017-06-30 20:21:27.360319300,-110.93585473377361,34.44200183645988
2017-06-30 20:23:53.369993805,-110.93553054036286,34.439508657341456
2017-06-30 20:26:19.379668310,-110.93681987323008,34.43861321406566
2017-06-30 20:28:45.389342815,-110.9381220451538,34.43939033968594
2017-06-30 20:31:11.399017320,-110.93997828091125,34.441033056260835
2017-06-30 20:33:37.408691825,-110.94040512122274,34.4423967479165
2017-06-30 20:36:03.418366330,-110.94103462355517,34.44492747122993
2017-06-30 20:38:29.428040835,-110.9409839874916,34.44585809300559
2017-06-30 20:40:55.437715340,-110.94012399290092,34.44710323288491
2017-06-30 20:43:21.447389845,-110.93956233481049,34.44794586677385
2017-06-30 20:45:47.457064350,-110.9378671704422,34.44580494412017
2017-06-30 20:48:13.466738855,-110.93728036724038,34.444551656555745
2017-06-30 20:50:39.476413360,-110.93786748644574,34.44384009224346
2017-06-30 20:53:05.486087865,-110.93859995552513,34.44347251600541
2017-06-30 20:55:31.495762370,-110.94055125274214,34.44443216053881
2017-06-30 20:57:57.505436875,-110.94209512510403,34.44517448113101
2017-06-30 21:00:23.515111380,-110.9409765048985,34.44563951742923
2017-06-30 21:02:49.524785885,-110.9406052997452,34.44665947419761
2017-06-30 21:05:15.534460390,-110.93939701884732,34.4478403841734
2017-06-30 21:07:41.544134895,-110.93881714941413,34.448155856004
2017-06-30 21:10:07.553809400,-110.93853141349851,34.44970878261604
2017-06-30 21:12:33.563483905,-110.93820343663481,34.45050458444242
2017-06-30 21:14:59.573158410,-110.93646525170743,34.45127454194661
2017-06-30 21:17:25.582832915,-110.934431462422,34.451180535472375
2017-06-30 21:19:51.592507420,-110.93395964517757,34.45031426262334
2017-06-30 21:22:17.602181925,-110.93413831059497,34.45050155068514
2017-06-30 21:24:43.611856430,-110.93423646608633,34.45075966155834
2017-06-30 21:27:09.621530935,-110.93270129647999,34.44939693292902
2017-06-30 21:29:35.631205440,-110.93222171431884,34.447100511382196
2017-06-30 21:32:01.640879945,-110.93150886458366,34.44690886895342
2017-06-30 21:34:27.650554450,-110.92983583244325,34.44693830724057
2017-06-30 21:36:53.660228955,-110.92885489054942,34.447285827501766
2017-06-30 21:39:19.669903460,-110.92863081103823,34.44806406246223
2017-06-30 21:41:45.679577965,-110.92835361219103,34.447472553580134
2017-06-30 21:44:11.689252470,-110.92893246919228,34.44801949179188
2017-06-30 21:46:37.698926975,-110.93021846164439,34.44833127278477
2017-06-30 21:49:03.708601480,-110.93013881247761,34.44885322894927
2017-06-30 21:51:29.718275985,-110.9283024693464,34.44811963176444
2017-06-30 21:53:55.727950490,-110.9272075202472,34.44763768801726
2017-06-30 21:56:21.737624995,-110.92622893639981,34.447083902542424
2017-06-30 21:58:47.747299500,-110.92594725473273,34.44552784338439
2017-06-30 22:01:13.756974005,-110.9259812113248,34.444986055083106
2017-06-30 22:03:39.766648510,-110.92665815510131,34.44437902099953
2017-06-30 22:06:05.776323015,-110.92764994871038,34.44325302039495
2017-06-30 22:08:31.785997520,-110.92938399530243,34.4425926452693
2017-06-30 22:10:57.795672025,-110.93059624997872,34.44141202544444
2017-06-30 22:13:23.805346530,-110.9319210507396,34.44096270972878
2017-06-30 22:15:49.815021035,-110.93508507392573,34.44106733491427
2017-06-30 22:18:15.824695540,-110.93866959881731,34.4411607694047
2017-06-30 22:20:41.834370045,-110.94109042643483,34.44232787620545
2017-06-30 22:23:07.844044550,-110.94307806835361,34.441860412153716
2017-06-30 22:25:33.853719055,-110.94491880230653,34.44101903032052
2017-06-30 22:27:59.863393560,-110.94567466943626,34.44162473687827
2017-06-30 22:30:25.873068065,-110.94594060698422,34.442152079036745
2017-06-30 22:32:51.882742570,-110.94569421983834,34.443655884295794
2017-06-30 22:35:17.892417075,-110.94577344133795,34.445087134342806
2017-06-30 22:37:43.902091580,-110.94610879139154,34.44552654202776
2017-06-30 22:40:09.911766085,-110.94655118188005,34.44527684604583
2017-06-30 22:42:35.921440590,-110.94602680633021,34.44350164792607
2017-06-30 22:45:01.931115095,-110.94427187502357,34.44185620713807
2017-06-30 22:48:11.727023737,-110.94153034359664,34.44105322224177
2017-06-30 22:51:59.276252993,-110.93841534752329,34.44049706705295
2017-06-30 22:56:14.066039955,-110.93569837621692,34.439740238259574
2017-06-30 23:00:52.880833453,-110.93259715907328,34.439216549320584
2017-06-30 23:07:10.438560523,-110.93261590952078,34.441196481382285
2017-06-30 23:15:10.233485949,-110.93248561841341,34.44311287314545
2017-06-30 23:25:22.318900040,-110.93290482265083,34.44399838633365
2017-06-30 23:37:55.972291778,-110.93238635803986,34.4427384760939
2017-06-30 23:53:04.224247113,-110.93094835477504,34.44133720697097
2017-07-01 00:10:53.947419899,-110.92999710003488,34.441028926762016
2017-07-01 00:30:51.944325724,-110.93014204213324,34.438984232674265
2017-07-01 00:52:34.794498917,-110.92915473676901,34.437075974296604
2017-07-01 01:15:26.420808176,-110.92687060351227,34.437013724513186
2017-07-01 01:38:51.126827851,-110.92353472729403,34.436533876451136
2017-07-01 02:02:31.413103159,-110.92380196954329,34.438910467697774
2017-07-01 02:25:55.683972962,-110.92281576182798,34.439049357330575
2017-07-01 02:48:32.009517689,-110.91952776082407,34.436923013114324
2017-07-01 03:10:17.642808333,-110.91580679066749,34.43530347347306
2017-07-01 03:30:46.109494672,-110.91520908195297,34.43430401064169
2017-07-01 03:49:29.209813218,-110.91529488301695,34.43307576774366
2017-07-01 04:06:28.701649904,-110.91283669555325,34.431846854914255
2017-07-01 04:22:36.797334978,-110.91370062843411,34.43529108123814
2017-07-01 04:37:56.421023884,-110.92049205534403,34.44040272860379
2017-07-01 04:52:58.669978892,-110.92629972119262,34.44643027523692
2017-07-01 05:07:56.134950970,-110.92931124667646,34.44912116869136
2017-07-01 05:22:36.015651601,-110.93088122459255,34.45020527652858
2017-07-01 05:37:02.126891975,-110.93047454476438,34.44910588448012
2017-07-01 05:51:15.502466053,-110.92912893388201,34.44996883113113
2017-07-01 06:05:13.076938062,-110.92783341701993,34.45108294008009
2017-07-01 06:18:58.391040201,-110.92809186541963,34.450942902367366
2017-07-01 06:32:09.869271175,-110.92968804405264,34.45437007908748
2017-07-01 06:44:49.309986583,-110.931504900751,34.455717939128434
2017-07-01 06:56:52.187692373,-110.93527528273997,34.459509806746034
2017-07-01 07:08:24.797238975,-110.93843833802399,34.46264914326698
2017-07-01 07:18:54.882283830,-110.94035811580929,34.464623641856306
2017-07-01 07:28:30.457597746,-110.93757760044072,34.4676938206743
2017-07-01 07:36:59.332441295,-110.934054876619,34.46697396895211
2017-07-01 07:44:18.562383811,-110.93213341054297,34.46799909254747
